,id,AFDB50_highest_Tm,AFDB50_highest_Tm_ID,AFDB50_seqIdent,AFDB50_qcov,AFDB50_tcov,AFDB50_evalue,species
1222,droso_6630_replicate_1_after100ns,0.2565,AF-A0A2T0T8C2-F1-model_v4,0.104,0.744,0.528,6.868,Spirosoma oryzae
1223,droso_3158_replicate_2_after100ns,0.1312,AF-A0A5A9PSK5-F1-model_v4,0.181,0.883,0.109,8.257,Triplophysa tibetana
1224,droso_5533_replicate_1_after100ns,0.4248,AF-A0A2H1CRP0-F1-model_v4,0.208,0.789,0.119,9.175,Fasciola hepatica
1225,droso_1934_replicate_1_after100ns,0.2733,AF-A0A7S0QFM2-F1-model_v4,0.115,0.748,0.579,4.735,Cryptomonas curvata
1226,droso_5728_replicate_1_after100ns,0.3866,AF-A0A7S0RSU0-F1-model_v4,0.103,0.699,0.572,8.355,Pyramimonas obovata
1227,droso_2548_replicate_2_after100ns,0.1861,AF-A0A834DQD5-F1-model_v4,0.165,0.689,0.877,1.229,Phyllostomus discolor
1228,droso_3635_replicate_1_after100ns,0.0959,AF-S8AFS0-F1-model_v4,0.142,0.846,0.594,3.111,Dactylellina haptotyla CBS 200.50
1229,droso_4561_replicate_3_after100ns,0.5657,AF-A0A7C0X5Q1-F1-model_v4,0.039,0.49,0.087,7.73,Firmicutes bacterium
1230,droso_2908_replicate_1_after100ns,0.6933,AF-A0A1E9Q463-F1-model_v4,0.088,0.75,0.184,9.493,Corynebacterium sp. HMSC058E07
1231,droso_5547_replicate_1_after100ns,0.2055,AF-F4SAL7-F1-model_v4,0.168,0.411,0.16,8.077,Melampsora larici-populina 98AG31
1232,droso_6159_replicate_2_after100ns,0.1851,AF-A0A6P8FT25-F1-model_v4,0.154,0.398,0.174,9.298,Clupea harengus
1233,droso_3885_replicate_3_after100ns,0.3334,AF-A0A1C6KXZ1-F1-model_v4,0.142,0.706,0.075,5.126,uncultured Clostridium sp.
1234,droso_5244_replicate_1_after100ns,0.4579,AF-A0A1E4S2D1-F1-model_v4,0.085,0.359,0.296,9.561,Cyberlindnera jadinii NRRL Y-1542
1235,droso_4967_replicate_1_after100ns,0.3168,AF-A0A0N0S8K5-F1-model_v4,0.183,0.757,0.404,8.334,Streptomyces rimosus subsp. pseudoverticillatus
1236,droso_4115_replicate_3_after100ns,0.7419,AF-A0A2N9MYM6-F1-model_v4,0.114,0.556,0.486,5.832,Candidatus Sulfopaludibacter sp. SbA3
1237,droso_1975_replicate_2_after100ns,0.4192,AF-A0A3S4ICT3-F1-model_v4,0.098,0.495,0.69,5.325,Kluyvera intermedia
1238,droso_571_replicate_3_after100ns,0.3926,AF-A0A1W2AW89-F1-model_v4,0.178,0.585,0.277,7.954,Papillibacter cinnamivorans DSM 12816
1239,droso_3241_replicate_3_after100ns,0.2158,AF-A0A5J5D6S4-F1-model_v4,0.136,1.0,0.335,8.901,Etheostoma spectabile
1240,droso_4892_replicate_1_after100ns,0.1397,AF-A0A165C882-F1-model_v4,0.168,0.835,0.316,8.514,Calocera cornea HHB12733
1241,droso_1898_replicate_2_after100ns,0.1845,AF-A0A0C2E054-F1-model_v4,0.083,0.939,0.788,8.35,Ancylostoma duodenale
1242,droso_4718_replicate_1_after100ns,0.7674,AF-A0A6M0CAJ1-F1-model_v4,0.138,0.831,0.414,7.192,Okeania sp. SIO2H7
1243,droso_241_replicate_1_after100ns,0.7352,AF-A0A1J3H7X9-F1-model_v4,0.098,0.709,0.28,9.093,Noccaea caerulescens
1244,droso_3141_replicate_2_after100ns,0.8061,AF-A0A3N6HA37-F1-model_v4,0.25,0.623,0.251,8.066,Streptomyces sp. ADI97-07
1245,droso_3156_replicate_1_after100ns,0.3837,AF-A0A673TRR6-F1-model_v4,0.233,0.831,0.645,5.506,Suricata suricatta
1246,droso_3154_replicate_2_after100ns,0.303,AF-A0A3N5H898-F1-model_v4,0.107,1.0,0.747,3.123,Myxococcaceae bacterium
1247,droso_4007_replicate_2_after100ns,0.6321,AF-A0A535WH30-F1-model_v4,0.066,0.169,0.323,5.771,Chloroflexi bacterium
1248,droso_2245_replicate_1_after100ns,0.316,AF-A0A0C2WDZ8-F1-model_v4,0.167,0.873,0.143,2.992,Amanita muscaria Koide BX008
1249,droso_3005_replicate_2_after100ns,0.4516,AF-F6CWU5-F1-model_v4,0.152,0.307,0.176,8.953,Marinomonas posidonica IVIA-Po-181
1250,droso_2585_replicate_2_after100ns,0.143,AF-F9FA09-F1-model_v4,0.192,1.0,0.32,4.494,Fusarium oxysporum f. sp. conglutinans Fo5176
1251,droso_2498_replicate_1_after100ns,0.2469,AF-A0A835UWY4-F1-model_v4,0.157,0.833,0.284,7.958,Vanilla planifolia
1252,droso_2472_replicate_3_after100ns,0.3565,AF-A0A291QP67-F1-model_v4,0.095,0.653,0.882,6.328,Chitinophaga caeni
1253,droso_20_replicate_1_after100ns,0.07801,AF-A0A835Y984-F1-model_v4,0.183,0.971,0.322,9.761,Edaphochlamys debaryana
1254,droso_1971_replicate_3_after100ns,0.2704,AF-A0A0J7L896-F1-model_v4,0.105,0.944,0.526,8.198,Lasius niger
1255,droso_5919_replicate_1_after100ns,0.4077,AF-A0A2D9IJ47-F1-model_v4,0.156,0.744,0.083,6.72,Gammaproteobacteria bacterium
1256,droso_2597_replicate_2_after100ns,0.2534,AF-A0A542Y5L9-F1-model_v4,0.127,0.726,0.089,3.845,Leucobacter komagatae
1257,droso_290_replicate_1_after100ns,0.2767,AF-A0A5N6Z6S7-F1-model_v4,0.09,0.7,0.181,7.51,Aspergillus coremiiformis
1258,droso_4664_replicate_3_after100ns,0.1694,AF-A0A1V5K0Y8-F1-model_v4,0.134,0.958,0.822,7.065,Firmicutes bacterium ADurb.Bin506
1259,droso_4131_replicate_1_after100ns,0.6199,AF-A0A2P6TRQ7-F1-model_v4,0.128,0.281,0.252,0.4834,Chlorella sorokiniana
1260,droso_2646_replicate_1_after100ns,0.7993,AF-A0A3D4YRC5-F1-model_v4,0.125,0.762,0.333,7.517,Gemmatimonadetes bacterium
1261,droso_2168_replicate_2_after100ns,0.3257,AF-A0A0V1MLS1-F1-model_v4,0.136,0.631,0.903,9.622,Trichinella papuae
1262,droso_2579_replicate_1_after100ns,0.3896,AF-A0A2E8B002-F1-model_v4,0.181,0.693,0.097,4.484,Planctomycetaceae bacterium
1263,droso_2819_replicate_3_after100ns,0.4014,AF-A0A2M7X5P4-F1-model_v4,0.086,0.632,0.269,6.812,Xanthomonadales bacterium CG_4_9_14_3_um_filter_62_6
1264,droso_5884_replicate_1_after100ns,0.3126,AF-A0A6I7Q375-F1-model_v4,0.18,0.947,0.86,3.823,Chromatiaceae bacterium
1265,droso_4490_replicate_1_after100ns,0.5402,AF-A0A7Y2TFD6-F1-model_v4,0.121,0.226,0.08,8.578,Bacteroidia bacterium
1266,droso_2803_replicate_2_after100ns,0.1206,AF-A0A0D2X3C6-F1-model_v4,0.188,1.0,0.193,7.913,Capsaspora owczarzaki ATCC 30864
1267,droso_4074_replicate_2_after100ns,0.3938,AF-A0A518B0P5-F1-model_v4,0.108,0.833,0.606,8.993,Planctomycetes bacterium Pan216
1268,droso_3112_replicate_3_after100ns,0.5202,AF-A0A518CTL2-F1-model_v4,0.203,0.776,0.295,6.17,Polystyrenella longa
1269,droso_1649_replicate_2_after100ns,0.3583,AF-A0A7C3QHM7-F1-model_v4,0.145,0.651,0.1,9.779,Anaerolineae bacterium
1270,droso_4943_replicate_2_after100ns,0.6993,AF-T1GZE6-F1-model_v4,0.105,0.582,0.373,7.464,Megaselia scalaris
1271,droso_2919_replicate_3_after100ns,0.637,AF-A0A2N6CJL9-F1-model_v4,0.079,0.436,0.455,9.893,Chromatiales bacterium
1272,droso_1128_replicate_2_after100ns,0.3264,AF-A0A7N2N093-F1-model_v4,0.093,0.793,0.358,4.461,Quercus lobata
1273,droso_3261_replicate_2_after100ns,0.5445,AF-A0A0Q5V5F6-F1-model_v4,0.098,0.875,0.75,9.156,Flavobacterium sp. Leaf359
1274,droso_2839_replicate_1_after100ns,0.3706,AF-A0A7M7NIL2-F1-model_v4,0.103,0.722,0.095,5.53,Strongylocentrotus purpuratus
1275,droso_2548_replicate_1_after100ns,0.1698,AF-A0A2I0KUT2-F1-model_v4,0.122,0.689,0.667,7.315,Punica granatum
1276,droso_3073_replicate_2_after100ns,0.3227,AF-A0A7S3B4I4-F1-model_v4,0.092,0.659,0.936,9.979,Haptolina ericina
1277,droso_1649_replicate_3_after100ns,0.3815,AF-A0A7J5YBI4-F1-model_v4,0.161,1.0,0.256,4.221,Dissostichus mawsoni
1278,droso_1892_replicate_3_after100ns,0.3433,AF-A0A4Q5RCF0-F1-model_v4,0.133,0.469,0.162,8.315,Cytophagaceae bacterium
1279,droso_1090_replicate_3_after100ns,0.2178,AF-A0A7T9E6R6-F1-model_v4,0.138,0.929,0.325,9.915,Fibrobacteres bacterium
1280,droso_4620_replicate_3_after100ns,0.623,AF-A0A341BSJ5-F1-model_v4,0.081,0.667,0.409,7.874,Neophocaena asiaeorientalis asiaeorientalis
1281,droso_6667_replicate_2_after100ns,0.4662,AF-A0A7S0LIP3-F1-model_v4,0.12,1.0,0.68,8.702,Coccolithus braarudii
1282,droso_433_replicate_3_after100ns,0.5414,AF-A0A1Q3RSW1-F1-model_v4,0.068,0.358,0.286,5.138,Burkholderiales bacterium 64-34
1283,droso_3176_replicate_2_after100ns,0.4021,AF-A0A7X7Z276-F1-model_v4,0.15,0.968,0.314,9.264,Myxococcales bacterium
1284,droso_2841_replicate_2_after100ns,0.5395,AF-A0A2H0LL00-F1-model_v4,0.23,0.629,0.32,6.843,Candidatus Omnitrophica bacterium CG11_big_fil_rev_8_21_14_0_20_45_26
1285,droso_1953_replicate_2_after100ns,0.2708,AF-A0A3D2AS12-F1-model_v4,0.127,0.992,0.198,6.115,Candidatus Saccharibacteria bacterium
1286,droso_1952_replicate_3_after100ns,0.1447,AF-A0A1Y1UU02-F1-model_v4,0.108,0.99,0.212,8.301,Piromyces finnis
1287,droso_899_replicate_1_after100ns,0.3772,AF-A0A495VWM4-F1-model_v4,0.16,0.926,0.977,7.468,Saccharothrix australiensis
1288,droso_785_replicate_2_after100ns,0.2972,AF-A0A7J8IEE2-F1-model_v4,0.156,0.743,0.432,9.348,Molossus molossus
1289,droso_2132_replicate_2_after100ns,0.1606,AF-A0A6V7WYU8-F1-model_v4,0.188,0.576,0.162,3.37,Meloidogyne enterolobii
1290,droso_6706_replicate_3_after100ns,0.2433,AF-A0A1I3RQ59-F1-model_v4,0.14,0.67,0.747,9.326,Sphingomonas sp. NFR04
1291,droso_1468_replicate_1_after100ns,0.2185,AF-F4NUY3-F1-model_v4,0.113,1.0,0.336,3.836,Batrachochytrium dendrobatidis JAM81
1292,droso_5145_replicate_2_after100ns,0.6813,AF-A0A132A2I9-F1-model_v4,0.15,0.789,0.677,0.6722,Sarcoptes scabiei
1293,droso_1210_replicate_1_after100ns,0.6881,AF-A0A806JYJ1-F1-model_v4,0.116,0.266,0.125,3.271,uncultured bacterium contig00006
1294,droso_2265_replicate_1_after100ns,0.1993,AF-A0A6A8AGQ7-F1-model_v4,0.173,0.569,0.382,9.575,Endobacterium cereale
1295,droso_2185_replicate_1_after100ns,0.2903,AF-A0A1W9VNR6-F1-model_v4,0.114,0.529,0.512,8.142,Candidatus Cloacimonetes bacterium 4572_65
1296,droso_2614_replicate_3_after100ns,0.3097,AF-A0A482R9Z6-F1-model_v4,0.145,0.726,0.786,8.162,Euryarchaeota archaeon
1297,droso_1063_replicate_1_after100ns,0.2472,AF-A0A1L6LER4-F1-model_v4,0.197,0.848,0.531,5.991,Minicystis rosea
1298,droso_2881_replicate_1_after100ns,0.2941,AF-A0A4Y2IJD4-F1-model_v4,0.151,0.929,0.449,4.922,Araneus ventricosus
1299,droso_1579_replicate_1_after100ns,0.2733,AF-I7MCX0-F1-model_v4,0.115,1.0,0.238,5.082,Tetrahymena thermophila SB210
1300,droso_1259_replicate_3_after100ns,0.656,AF-A0A4V5NXQ9-F1-model_v4,0.162,0.902,0.755,7.408,Thalassotalea mangrovi
1301,droso_4841_replicate_2_after100ns,0.8462,AF-A0A2G9MWV4-F1-model_v4,0.136,0.709,0.642,7.774,Nitrosopumilales archaeon CG11_big_fil_rev_8_21_14_0_20_33_24
1302,droso_2562_replicate_3_after100ns,0.404,AF-A0A0F4R926-F1-model_v4,0.21,0.356,0.065,8.295,Marinomonas sp. S3726
1303,droso_2127_replicate_2_after100ns,0.3763,AF-A0A443RWJ4-F1-model_v4,0.12,0.475,0.935,2.534,Leptotrombidium deliense
1304,droso_4676_replicate_1_after100ns,0.8025,AF-D2QZ21-F1-model_v4,0.17,0.719,0.062,8.209,Pirellula staleyi DSM 6068
1305,droso_1321_replicate_3_after100ns,0.2023,AF-A0A1G4J689-F1-model_v4,0.195,0.928,0.256,7.176,Lachancea sp. CBS 6924
1306,droso_2132_replicate_3_after100ns,0.1423,AF-A0A1A8BZK7-F1-model_v4,0.15,0.678,0.238,6.618,Nothobranchius kadleci
1307,droso_4519_replicate_1_after100ns,0.8768,AF-A0A1I4P1D5-F1-model_v4,0.125,0.667,0.063,2.275,Methanolobus profundi
1308,droso_5009_replicate_1_after100ns,0.7437,AF-B8BRA5-F1-model_v4,0.187,0.75,0.198,9.253,Thalassiosira pseudonana
1309,droso_6442_replicate_3_after100ns,0.75,AF-A0A2R6WFT9-F1-model_v4,0.195,0.577,0.044,8.28,Marchantia polymorpha
1310,droso_3343_replicate_1_after100ns,0.3735,AF-A0A7X7YTY4-F1-model_v4,0.131,0.607,0.318,5.46,Elusimicrobia bacterium
1311,droso_4536_replicate_2_after100ns,0.7136,AF-A0A536AR75-F1-model_v4,0.104,0.705,0.195,6.33,Chloroflexi bacterium
1312,droso_3007_replicate_2_after100ns,0.5939,AF-Q8KRY2-F1-model_v4,0.083,0.509,1.0,2.718,Aggregatibacter actinomycetemcomitans
1313,droso_2117_replicate_1_after100ns,0.1367,AF-A0A423WIM0-F1-model_v4,0.165,0.887,0.592,7.247,Valsa sordida
1314,droso_4198_replicate_3_after100ns,0.4939,AF-A0A656HIM1-F1-model_v4,0.097,0.719,0.603,8.536,Thiothrix nivea DSM 5205
1315,droso_2885_replicate_3_after100ns,0.4307,AF-A0A3Q2DIW4-F1-model_v4,0.193,0.871,0.208,7.414,Cyprinodon variegatus
1316,droso_5861_replicate_2_after100ns,0.1649,AF-A0A195BIY4-F1-model_v4,0.136,1.0,0.208,6.973,Atta colombica
1317,droso_4407_replicate_1_after100ns,0.5733,AF-K2NSH7-F1-model_v4,0.14,0.984,0.194,9.859,Trypanosoma cruzi marinkellei
1318,droso_4043_replicate_1_after100ns,0.6021,AF-A0A5Q2MZK7-F1-model_v4,0.104,0.482,1.0,9.82,Heliorestis convoluta
1319,droso_3249_replicate_3_after100ns,0.3267,AF-A0A3S0LVT6-F1-model_v4,0.107,0.683,0.058,5.264,Sphingobacteriales bacterium
1320,droso_3604_replicate_2_after100ns,0.4512,AF-I3DY23-F1-model_v4,0.157,0.364,0.934,4.463,Bacillus methanolicus PB1
1321,droso_394_replicate_3_after100ns,0.3712,AF-A0A1Y2AIX0-F1-model_v4,0.175,0.722,0.27,9.67,Naematelia encephala
1322,droso_2725_replicate_1_after100ns,0.6257,AF-E3LM12-F1-model_v4,0.094,0.813,0.101,9.576,Caenorhabditis remanei
1323,droso_4490_replicate_2_after100ns,0.4738,AF-A0A1H9WZ74-F1-model_v4,0.135,0.253,0.042,8.326,Lentzea flaviverrucosa
1324,droso_1365_replicate_1_after100ns,0.4176,AF-A0A661IKE8-F1-model_v4,0.255,0.412,0.055,9.554,Epsilonproteobacteria bacterium
1325,droso_2062_replicate_1_after100ns,0.1923,AF-A0A6L5DJG4-F1-model_v4,0.164,0.889,0.53,5.229,Ephemera danica
1326,droso_5892_replicate_2_after100ns,0.4087,AF-G5SWH0-F1-model_v4,0.132,0.803,0.609,4.748,Paraprevotella clara YIT 11840
1327,droso_6462_replicate_1_after100ns,0.4067,AF-A0A7X7MXI1-F1-model_v4,0.129,0.706,0.375,3.686,Clostridia bacterium
1328,droso_137_replicate_3_after100ns,0.116,AF-A0A1M4TG97-F1-model_v4,0.16,0.922,0.654,3.582,Schwartzia succinivorans DSM 10502
1329,droso_2579_replicate_3_after100ns,0.3556,AF-A0A2T6BI55-F1-model_v4,0.153,0.716,0.183,7.89,Litoreibacter ponti
1330,droso_6453_replicate_2_after100ns,0.247,AF-A0A6A7C6C3-F1-model_v4,0.166,0.757,0.646,2.289,Piedraia hortae CBS 480.64
1331,droso_5242_replicate_2_after100ns,0.515,AF-A0A519CKY8-F1-model_v4,0.104,0.972,0.788,8.154,Euryarchaeota archaeon
1332,droso_5640_replicate_1_after100ns,0.5685,AF-A0A077ZD36-F1-model_v4,0.076,0.629,0.121,7.286,Trichuris trichiura
1333,droso_1657_replicate_2_after100ns,0.2781,AF-X6MIC3-F1-model_v4,0.105,0.864,0.41,8.546,Reticulomyxa filosa
1334,droso_3312_replicate_3_after100ns,0.2358,AF-A0A1I8GKZ4-F1-model_v4,0.128,0.973,0.164,9.107,Macrostomum lignano
1335,droso_4851_replicate_1_after100ns,0.4618,AF-A0A845Q1W0-F1-model_v4,0.105,0.341,0.111,9.156,Isachenkonia alkalipeptolytica
1336,droso_6336_replicate_3_after100ns,0.1767,AF-A0A4Y2NGF2-F1-model_v4,0.101,0.686,0.759,8.337,Araneus ventricosus
1337,droso_6445_replicate_3_after100ns,0.2705,AF-A0A834C974-F1-model_v4,0.171,0.854,0.111,9.443,Oryzias melastigma
1338,droso_2125_replicate_2_after100ns,0.2047,AF-A0A2M8FDD5-F1-model_v4,0.207,0.976,0.812,3.089,Candidatus Levybacteria bacterium CG_4_9_14_0_2_um_filter_35_21
1339,droso_2554_replicate_1_after100ns,0.3627,AF-A0A2K8N7E5-F1-model_v4,0.107,0.181,0.141,8.783,Kyrpidia spormannii
1340,droso_627_replicate_3_after100ns,0.5274,AF-A0A7J7BQE1-F1-model_v4,0.132,0.602,0.128,3.737,Abscondita terminalis
1341,droso_2419_replicate_2_after100ns,0.3599,AF-A0A6G0XIC4-F1-model_v4,0.111,0.649,0.282,8.574,Aphis craccivora
1342,droso_4533_replicate_2_after100ns,0.3964,AF-A0A261BCZ7-F1-model_v4,0.129,0.952,0.653,2.129,Caenorhabditis remanei
1343,droso_1701_replicate_1_after100ns,0.169,AF-A0A0C3BRV1-F1-model_v4,0.133,0.977,0.91,9.556,Hebeloma cylindrosporum h7
1344,droso_6551_replicate_3_after100ns,0.3518,AF-A0A0Q4BBT8-F1-model_v4,0.102,0.5,0.326,9.867,Methanomassiliicoccales archaeon RumEn M2
1345,droso_377_replicate_2_after100ns,0.2304,AF-A0A126P4Q6-F1-model_v4,0.167,1.0,0.755,5.402,Hymenobacter sp. PAMC 26628
1346,droso_4709_replicate_3_after100ns,0.3786,AF-A0A6L4YQ54-F1-model_v4,0.181,0.759,0.379,8.685,bacterium
1347,droso_4502_replicate_3_after100ns,0.5877,AF-A0A1Y1QUZ2-F1-model_v4,0.054,0.696,0.873,3.17,Thiothrix lacustris
1348,droso_2327_replicate_2_after100ns,0.1688,AF-A0A7S2R490-F1-model_v4,0.12,0.978,0.736,3.197,Rhizochromulina marina
1349,droso_5242_replicate_1_after100ns,0.5741,AF-A0A0N8TEX1-F1-model_v4,0.154,0.907,0.154,5.778,Pseudomonas viridiflava
1350,droso_1607_replicate_1_after100ns,0.3107,AF-A0A224Y667-F1-model_v4,0.136,0.544,0.979,3.297,Rhipicephalus zambeziensis
1351,droso_908_replicate_3_after100ns,0.1355,AF-A0A5B0P2D3-F1-model_v4,0.137,0.479,0.564,5.378,Puccinia graminis f. sp. tritici
1352,droso_2305_replicate_3_after100ns,0.1757,AF-A0A7T9IXF1-F1-model_v4,0.131,0.816,0.796,7.963,Actinomycetia bacterium
1353,droso_6243_replicate_3_after100ns,0.4028,AF-A0A507EDS3-F1-model_v4,0.181,0.748,0.261,2.756,Powellomyces hirtus
1354,droso_4376_replicate_3_after100ns,0.5215,AF-A0A7C0UGM9-F1-model_v4,0.057,0.43,0.269,5.8,Nitrospirae bacterium
1355,droso_1219_replicate_1_after100ns,0.1398,AF-A0A2R5LA15-F1-model_v4,0.153,0.961,0.654,2.839,Ornithodoros turicata
1356,droso_5523_replicate_1_after100ns,0.3561,AF-Q9JII3-F1-model_v4,0.187,0.964,0.342,8.818,Rattus norvegicus
1357,droso_246_replicate_1_after100ns,0.7473,AF-A0A7J7CBE8-F1-model_v4,0.153,0.65,0.092,9.384,Tripterygium wilfordii
1358,droso_2127_replicate_3_after100ns,0.65,AF-A0A5C7P238-F1-model_v4,0.127,0.385,0.199,2.851,Desulfurellales bacterium
1359,droso_6639_replicate_1_after100ns,0.07088,AF-A0A067Q2X2-F1-model_v4,0.126,0.598,0.507,3.209,Jaapia argillacea MUCL 33604
1360,droso_3124_replicate_1_after100ns,0.152,AF-A0A2T3AFP9-F1-model_v4,0.175,0.982,0.556,8.167,Coniella lustricola
1361,droso_4850_replicate_3_after100ns,0.5573,AF-A0A3D5AKV7-F1-model_v4,0.054,0.478,0.478,8.556,Micromonosporaceae bacterium
1362,droso_2648_replicate_1_after100ns,0.6999,AF-A0A090V0N6-F1-model_v4,0.142,0.467,0.085,6.379,Pseudescherichia vulneris NBRC 102420
1363,droso_3076_replicate_1_after100ns,0.5063,AF-A0A1G0Y910-F1-model_v4,0.197,0.393,0.112,1.288,Lentisphaerae bacterium GWF2_49_21
1364,droso_745_replicate_3_after100ns,0.4432,AF-F0XQ22-F1-model_v4,0.203,0.948,0.156,9.611,Grosmannia clavigera kw1407
1365,droso_2841_replicate_1_after100ns,0.4616,AF-A0A6G3MIX6-F1-model_v4,0.107,0.887,0.333,9.58,Henneguya salminicola
1366,droso_6180_replicate_3_after100ns,0.513,AF-A0A7Y9LUW7-F1-model_v4,0.153,0.871,0.6,6.019,Psychromicrobium silvestre
1367,droso_1179_replicate_3_after100ns,0.6515,AF-A0A369K2M2-F1-model_v4,0.128,0.46,0.383,4.031,Hypsizygus marmoreus
1368,droso_1056_replicate_1_after100ns,0.2118,AF-A0A1G5RF44-F1-model_v4,0.153,0.909,0.361,9.148,Epibacterium ulvae
1369,droso_372_replicate_2_after100ns,0.6332,AF-A0A2L1GL56-F1-model_v4,0.035,0.192,0.224,9.295,Desulfobulbus oralis
1370,droso_1791_replicate_3_after100ns,0.6065,AF-A0A7J0AZA2-F1-model_v4,0.098,0.938,0.552,7.172,Alistipes sp.
1371,droso_256_replicate_3_after100ns,0.4741,AF-A0A3M8EGN9-F1-model_v4,0.101,0.268,0.584,8.288,Desulfuromonadales bacterium
1372,droso_526_replicate_3_after100ns,0.6105,AF-A0A182I0J4-F1-model_v4,0.188,0.925,0.463,5.848,Anopheles arabiensis
1373,droso_3468_replicate_2_after100ns,0.615,AF-A0A5B7EBE8-F1-model_v4,0.111,0.577,0.179,9.344,Portunus trituberculatus
1374,droso_6498_replicate_3_after100ns,0.3094,AF-A0A812TAT8-F1-model_v4,0.192,0.92,0.068,8.856,Symbiodinium sp. KB8
1375,droso_2515_replicate_1_after100ns,0.2342,AF-H2JAF0-F1-model_v4,0.138,0.537,0.308,3.697,Clostridium sp. BNL1100
1376,droso_433_replicate_2_after100ns,0.3412,AF-A0A6J1T7X0-F1-model_v4,0.166,0.488,0.196,3.404,Frankliniella occidentalis
1377,droso_4995_replicate_3_after100ns,0.4646,AF-A0A417YWT9-F1-model_v4,0.114,0.372,0.335,7.831,Neobacillus notoginsengisoli
1378,droso_4065_replicate_3_after100ns,0.537,AF-A0A3L6ZU31-F1-model_v4,0.17,0.489,0.26,8.379,Mycetocola reblochoni
1379,droso_4625_replicate_3_after100ns,0.383,AF-A0A4Q3IHW6-F1-model_v4,0.156,0.716,0.236,8.195,Oxalobacteraceae bacterium
1380,droso_4444_replicate_2_after100ns,0.3934,AF-A0A5J4VB17-F1-model_v4,0.111,0.5,0.663,8.327,Streblomastix strix
1381,droso_454_replicate_2_after100ns,0.4298,AF-A0A3N1YNA1-F1-model_v4,0.085,0.967,0.537,8.068,Caminibacter pacificus
1382,droso_433_replicate_1_after100ns,0.344,AF-A0A2V8GWU5-F1-model_v4,0.138,0.74,0.882,8.697,Acidobacteria bacterium
1383,droso_4866_replicate_2_after100ns,0.4935,AF-A0A7C8YBU6-F1-model_v4,0.108,0.264,0.426,8.143,Opuntia streptacantha
1384,droso_4397_replicate_3_after100ns,0.1778,AF-A0A3N4LF83-F1-model_v4,0.141,0.667,0.637,5.642,Terfezia boudieri ATCC MYA-4762
1385,droso_4973_replicate_3_after100ns,0.777,AF-A0A0G1DX07-F1-model_v4,0.108,0.58,0.132,2.497,Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17
1386,droso_6540_replicate_1_after100ns,0.4882,AF-A0A1L0DM54-F1-model_v4,0.15,0.345,0.288,8.736,[Candida] intermedia
1387,droso_1638_replicate_1_after100ns,0.4671,AF-A0A1S4APZ7-F1-model_v4,0.131,1.0,0.587,7.816,Nicotiana tabacum
1388,droso_4785_replicate_3_after100ns,0.3916,AF-A0A1Z8QD05-F1-model_v4,0.13,0.912,0.919,4.558,Betaproteobacteria bacterium TMED41
1389,droso_2245_replicate_2_after100ns,0.3316,AF-A0A5C2U5Q1-F1-model_v4,0.117,0.923,0.795,9.361,Lentinus tigrinus ALCF2SS1-7
1390,droso_5312_replicate_3_after100ns,0.5446,AF-A0A4Y7SSD8-F1-model_v4,0.24,0.893,0.09,3.334,Coprinellus micaceus
1391,droso_1133_replicate_1_after100ns,0.7739,AF-A0A1A9ZQI4-F1-model_v4,0.198,0.773,0.832,3.988e-06,Glossina pallidipes
1392,droso_2881_replicate_3_after100ns,0.4076,AF-A0A7Y5C168-F1-model_v4,0.158,0.741,0.516,8.158,Flavobacteriales bacterium
1393,droso_2733_replicate_1_after100ns,0.337,AF-A0A539EP60-F1-model_v4,0.113,0.378,0.406,8.736,Elusimicrobia bacterium
1394,droso_5671_replicate_1_after100ns,0.5408,AF-A0A0M3T9Q9-F1-model_v4,0.15,0.384,0.442,7.945,Altererythrobacter epoxidivorans
1395,droso_5014_replicate_3_after100ns,0.1732,AF-A0A7X8UR29-F1-model_v4,0.152,0.907,0.198,7.927,Planctomycetota bacterium
1396,droso_1657_replicate_1_after100ns,0.3115,AF-A0A7J0AGE0-F1-model_v4,0.088,0.761,0.299,8.603,Muribaculaceae bacterium
1397,droso_1228_replicate_1_after100ns,0.1274,AF-A0A485P4F7-F1-model_v4,0.133,0.782,0.664,3.138,Lynx pardinus
1398,droso_1597_replicate_2_after100ns,0.3533,AF-B1FP30-F1-model_v4,0.112,0.798,0.293,8.837,Burkholderia ambifaria IOP40-10
1399,droso_2737_replicate_1_after100ns,0.4163,AF-A0A1Y5PA41-F1-model_v4,0.195,0.768,0.821,7.951,uncultured Microbacterium sp.
1400,droso_4783_replicate_3_after100ns,0.293,AF-A0A433PNR8-F1-model_v4,0.129,0.88,0.89,6.153,Endogone sp. FLAS-F59071
1401,droso_3991_replicate_1_after100ns,0.3114,AF-A0A497VQI9-F1-model_v4,0.237,0.678,0.538,8.037,Streptomyces sp. 74
1402,droso_152_replicate_1_after100ns,0.3359,AF-A0A6J3BWD4-F1-model_v4,0.142,0.913,0.879,7.639,Galleria mellonella
1403,droso_4599_replicate_1_after100ns,0.5557,AF-A0A3D4RRL7-F1-model_v4,0.166,0.931,0.141,9.068,Chromatiaceae bacterium
1404,droso_3903_replicate_1_after100ns,0.2823,AF-A0A7S1UY59-F1-model_v4,0.101,0.736,0.812,8.154,Grammatophora oceanica
