,id,AFDB50_highest_Tm,AFDB50_highest_Tm_ID,AFDB50_seqIdent,AFDB50_qcov,AFDB50_tcov,AFDB50_evalue,species
1042,rand_48,0.1414,AF-E7BBH9-F1-model_v4,0.115,0.72,0.307,3.808,Schistosoma mansoni
1043,rand_933,0.5316,AF-E9INP3-F1-model_v4,0.092,0.613,0.733,4.691,Solenopsis invicta
1044,rand_40,0.09693,AF-A0A1E3PHU1-F1-model_v4,0.152,1.0,0.437,4.079,Nadsonia fulvescens var. elongata DSM 6958
1045,rand_131,0.2142,AF-C4XWN5-F1-model_v4,0.141,0.681,0.554,0.765,Clavispora lusitaniae ATCC 42720
1046,rand_587,0.2033,AF-A0A1D1UX93-F1-model_v4,0.163,0.871,0.574,6.998,Ramazzottius varieornatus
1047,rand_713,0.2601,AF-A0A3G6J4H6-F1-model_v4,0.183,0.86,0.779,9.919,Corynebacterium choanae
1048,rand_153,0.3488,AF-F9WYK7-F1-model_v4,0.135,0.686,0.255,0.8332,Zymoseptoria tritici IPO323
1049,rand_1160,0.676,AF-A0A6G7BMP9-F1-model_v4,0.193,0.916,0.988,0.01327,Penaeus monodon
1050,rand_2265,0.2642,AF-A0A7S0XUZ9-F1-model_v4,0.237,1.0,0.169,2.126,Hemiselmis andersenii
1051,rand_257,0.2867,AF-A0A7S2K9C2-F1-model_v4,0.117,0.768,0.802,9.993,Skeletonema marinoi
1052,rand_848,0.3487,AF-A0A0E0F534-F1-model_v4,0.09,0.775,0.447,2.469,Oryza meridionalis
1053,rand_774,0.2222,AF-A0A1M5DAR1-F1-model_v4,0.166,0.974,0.55,5.983,Loktanella atrilutea
1054,rand_1719,0.2205,AF-A0A023FBU4-F1-model_v4,0.233,0.789,0.496,9.786,Amblyomma cajennense
1055,rand_1853,0.5955,AF-A0A3A0E4F6-F1-model_v4,0.098,0.972,0.176,8.484,Planctomycetota bacterium
1056,rand_494,0.2025,AF-A0A091CTY9-F1-model_v4,0.16,0.986,0.66,1.951,Fukomys damarensis
1057,rand_2432,0.8027,AF-A0A4U8Z1P0-F1-model_v4,0.23,0.491,0.208,8.75,Methylocella tundrae
1058,rand_228,0.2816,AF-A0A642V0F0-F1-model_v4,0.124,0.856,0.561,6.034,Trichomonascus ciferrii
1059,rand_1015,0.5477,AF-M1D7J0-F1-model_v4,0.065,0.873,0.986,3.04,Solanum tuberosum
1060,rand_1495,0.6962,AF-A0A0A9G0E9-F1-model_v4,0.133,0.536,0.603,8.452,Arundo donax
1061,rand_1686,0.4994,AF-A0A2Z7BN25-F1-model_v4,0.131,0.961,0.567,8.995,Dorcoceras hygrometricum
1062,rand_1016,0.2399,AF-A0A7S4FMZ6-F1-model_v4,0.117,0.99,0.649,7.126,Eutreptiella gymnastica
1063,rand_1526,0.2186,AF-A0A484LFU9-F1-model_v4,0.179,0.976,0.563,8.051,Cuscuta campestris
1064,rand_15,0.06368,AF-A0A553NDW9-F1-model_v4,0.131,0.993,0.886,0.2851,Tigriopus californicus
1065,rand_305,0.3066,AF-A0A7S0QU11-F1-model_v4,0.144,0.411,0.101,4.18,Pyramimonas obovata
1066,rand_1001,0.604,AF-A0A5B8V7J2-F1-model_v4,0.112,0.757,0.406,1.65,Panacibacter ginsenosidivorans
1067,rand_1070,0.3458,AF-A0A4Q3EAS9-F1-model_v4,0.104,0.969,0.58,0.6977,Rickettsiales bacterium
1068,rand_1081,0.3549,AF-A0A2U1MVH8-F1-model_v4,0.122,0.959,0.175,6.101,Artemisia annua
1069,rand_1809,0.2417,AF-A0A0V1F542-F1-model_v4,0.181,1.0,0.892,9.376,Trichinella pseudospiralis
1070,rand_837,0.5963,AF-A0A1M7DMK8-F1-model_v4,0.184,0.339,0.189,6.869,Fibrobacter sp. UWT2
1071,rand_1452,0.2846,AF-A0A0F8YAL3-F1-model_v4,0.095,0.918,0.894,5.858,marine sediment metagenome
1072,rand_1422,0.3295,AF-A0A4C1TDH0-F1-model_v4,0.159,0.977,0.688,5.8,Eumeta japonica
1073,rand_755,0.1521,AF-A0A843YNJ9-F1-model_v4,0.163,0.958,0.688,6.161,Tritonibacter litoralis
1074,rand_1518,0.6333,AF-A0A5A8CPQ8-F1-model_v4,0.105,0.458,0.06,1.272,Cafeteria roenbergensis
1075,rand_524,0.4147,AF-A0A1Q9BV47-F1-model_v4,0.193,0.442,0.508,3.023,Symbiodinium microadriaticum
1076,rand_2133,0.3775,AF-A0A7Y5L479-F1-model_v4,0.133,0.937,0.169,9.053,Ignavibacteriaceae bacterium
1077,rand_1609,0.2554,AF-W6QF76-F1-model_v4,0.181,0.837,0.266,4.184,Penicillium roqueforti FM164
1078,rand_314,0.2458,AF-G7YX48-F1-model_v4,0.1,1.0,0.457,4.243,Clonorchis sinensis
1079,rand_2058,0.4763,AF-A0A2J6QI86-F1-model_v4,0.157,0.585,0.069,3.916,Hyaloscypha hepaticicola
1080,rand_464,0.3428,AF-A0A0D2ENR1-F1-model_v4,0.097,1.0,0.335,0.5503,Exophiala xenobiotica
1081,rand_2118,0.3526,AF-A0A670II39-F1-model_v4,0.116,0.952,0.652,3.349,Podarcis muralis
1082,rand_1880,0.4602,AF-M4B2W5-F1-model_v4,0.125,0.901,0.33,4.472,Hyaloperonospora arabidopsidis Emoy2
1083,rand_2219,0.7283,AF-A0A4S8I2A2-F1-model_v4,0.222,0.75,0.205,3.587,Musa balbisiana
1084,rand_628,0.2278,AF-A0A1E1VZC4-F1-model_v4,0.152,0.984,0.602,8.924,Pectinophora gossypiella
1085,rand_413,0.5115,AF-A0A565BZ74-F1-model_v4,0.118,0.788,0.173,0.06905,Arabis nemorensis
1086,rand_1648,0.6632,AF-S2JIP9-F1-model_v4,0.171,0.962,0.806,3.281,Mucor circinelloides 1006PhL
1087,rand_2419,0.2712,AF-A0A087G209-F1-model_v4,0.211,0.981,0.198,4.347,Arabis alpina
1088,rand_1301,0.5159,AF-A0A2V1GS23-F1-model_v4,0.092,0.6,0.45,9.465,Pelagibaculum spongiae
1089,rand_81,0.208,AF-A0A250XAS4-F1-model_v4,0.135,0.603,0.377,9.144,Chlamydomonas eustigma
1090,rand_323,0.3621,AF-G7YK40-F1-model_v4,0.136,0.764,0.31,2.0,Clonorchis sinensis
1091,rand_2035,0.2498,AF-L7IYQ7-F1-model_v4,0.215,0.955,0.875,8.314,Pyricularia oryzae P131
1092,rand_163,0.3281,AF-A0A1Z5RGG8-F1-model_v4,0.091,0.656,0.369,0.08289,Sorghum bicolor
1093,rand_1239,0.263,AF-A0A1Y1K9Q4-F1-model_v4,0.139,1.0,0.143,7.776,Photinus pyralis
1094,rand_1348,0.2904,AF-A0A085LJB3-F1-model_v4,0.213,0.841,0.487,8.787,Trichuris suis
1095,rand_1875,0.4681,AF-K7H962-F1-model_v4,0.142,0.789,0.25,5.405,Caenorhabditis japonica
1096,rand_347,0.2201,AF-B6H849-F1-model_v4,0.128,0.769,0.397,1.977,Penicillium rubens Wisconsin 54-1255
1097,rand_265,0.2324,AF-A0A7K8U7W9-F1-model_v4,0.168,0.598,0.133,6.284,Oceanites oceanicus
1098,rand_1593,0.6661,AF-G4MVV8-F1-model_v4,0.058,0.815,0.111,4.379,Pyricularia oryzae 70-15
1099,rand_372,0.4249,AF-A0A838HAV9-F1-model_v4,0.147,0.433,0.548,3.245,Propionibacteriales bacterium
1100,rand_978,0.5842,AF-A0A3A9YI95-F1-model_v4,0.2,0.337,0.073,2.914,Streptomyces hoynatensis
1101,rand_942,0.3993,AF-A0A2R6WGP9-F1-model_v4,0.123,0.943,0.438,7.334,Marchantia polymorpha
1102,rand_776,0.2911,AF-A0A0L0C8H8-F1-model_v4,0.137,0.724,0.372,3.962,Lucilia cuprina
1103,rand_451,0.312,AF-A0A699I4Y5-F1-model_v4,0.149,0.986,0.311,1.003,Tanacetum cinerariifolium
1104,rand_296,0.3322,AF-A0A423TU16-F1-model_v4,0.141,0.641,0.178,8.802,Penaeus vannamei
1105,rand_1994,0.5418,AF-A0A7W0W5X4-F1-model_v4,0.158,0.94,0.164,9.74,Herpetosiphonaceae bacterium
1106,rand_662,0.2429,AF-A0A1J3D4V4-F1-model_v4,0.169,0.992,0.617,4.704,Noccaea caerulescens
1107,rand_1318,0.6935,AF-A0A843GUD5-F1-model_v4,0.116,0.674,0.923,3.728,Methanobrevibacter sp.
1108,rand_1302,0.3986,AF-A0A0K6GAZ5-F1-model_v4,0.111,0.978,0.33,7.586,Rhizoctonia solani
1109,rand_1721,0.2616,AF-G0NER0-F1-model_v4,0.194,1.0,0.303,5.948,Caenorhabditis brenneri
1110,rand_622,0.3309,AF-A0A6H0Y0G7-F1-model_v4,0.154,0.729,0.228,0.963,Peltaster fructicola
1111,rand_2361,0.459,AF-A0A4D6LMG5-F1-model_v4,0.218,0.982,0.205,4.808,Vigna unguiculata
1112,rand_2309,0.3613,AF-A0A4Q2S2D3-F1-model_v4,0.196,0.877,0.375,6.578,Nocardioides oleivorans
1113,rand_382,0.5337,AF-I5CU23-F1-model_v4,0.115,0.89,0.899,2.854,Paraburkholderia hospita BS001
1114,rand_1791,0.3781,AF-A0A640UXU1-F1-model_v4,0.216,0.973,0.737,2.306,Streptomyces tubercidicus
1115,rand_297,0.1465,AF-A0A433DBN5-F1-model_v4,0.121,0.965,0.848,9.972,Jimgerdemannia flammicorona
1116,rand_1326,0.2985,AF-A0A6L2KUV7-F1-model_v4,0.2,0.955,0.237,5.999,Tanacetum cinerariifolium
1117,rand_164,0.1904,AF-A0A1R2AZZ4-F1-model_v4,0.074,0.782,0.218,2.459,Stentor coeruleus
1118,rand_829,0.1837,AF-A0A0C9Y0B5-F1-model_v4,0.148,0.955,0.954,3.483,Laccaria amethystina LaAM-08-1
1119,rand_1494,0.2035,AF-A0A4D6KTP3-F1-model_v4,0.207,0.917,0.916,7.019,Vigna unguiculata
1120,rand_202,0.2611,AF-U1S858-F1-model_v4,0.125,0.77,0.193,2.634,Aggregatibacter sp. oral taxon 458 str. W10330
1121,rand_633,0.3169,AF-A0A2Z7AKT7-F1-model_v4,0.113,0.859,0.532,2.55,Dorcoceras hygrometricum
1122,rand_550,0.5207,AF-A0A1I0QZU0-F1-model_v4,0.121,0.559,0.57,0.4899,Roseivirga pacifica
1123,rand_1184,0.5024,AF-A0A4D6LVL3-F1-model_v4,0.098,0.755,0.745,0.4971,Vigna unguiculata
1124,rand_170,0.3575,AF-I6AX14-F1-model_v4,0.141,0.54,0.806,7.061,Opitutaceae bacterium TAV1
1125,rand_322,0.4033,AF-A0A356J8H2-F1-model_v4,0.101,0.539,0.145,7.833,Candidatus Uhrbacteria bacterium
1126,rand_1354,0.5537,AF-A0A6A6E305-F1-model_v4,0.112,0.784,0.314,3.758,Zopfia rhizophila CBS 207.26
1127,rand_1261,0.4502,AF-A0A0A9RPG6-F1-model_v4,0.078,0.978,0.927,6.962,Arundo donax
1128,rand_1232,0.6038,AF-A0A1E7Q4G9-F1-model_v4,0.109,0.554,0.07,6.315,Rheinheimera salexigens
1129,rand_1827,0.5406,AF-A0A4Q5R6S5-F1-model_v4,0.154,0.918,0.156,1.264,Alphaproteobacteria bacterium
1130,rand_792,0.4412,AF-A0A2J8AI68-F1-model_v4,0.1,0.658,0.276,6.114,Tetrabaena socialis
1131,rand_1813,0.7005,AF-A0A401HU54-F1-model_v4,0.178,0.384,0.154,3.206,Paenibacillus sp. 598K
1132,rand_503,0.2704,AF-A0A7S0YIC2-F1-model_v4,0.114,0.993,0.444,5.175,Polytomella parva
1133,rand_1694,0.3658,AF-A0A0C3B274-F1-model_v4,0.205,0.922,0.76,1.769,Piloderma croceum F 1598
1134,rand_886,0.3969,AF-A0A651I5E0-F1-model_v4,0.149,0.615,0.516,5.227,Gammaproteobacteria bacterium
1135,rand_2001,0.5337,AF-A0A834M376-F1-model_v4,0.155,0.672,0.176,2.436,Rhynchophorus ferrugineus
1136,rand_1364,0.5395,AF-B5GAQ7-F1-model_v4,0.095,0.477,0.23,7.784,Streptomyces sp. SPB074
1137,rand_1461,0.5495,AF-A0A7W0PKV2-F1-model_v4,0.114,0.412,0.34,9.457,Actinomycetia bacterium
1138,rand_1569,0.3956,AF-A0A0D3E037-F1-model_v4,0.098,1.0,0.377,6.207,Brassica oleracea var. oleracea
1139,rand_1407,0.3062,AF-A0A0G4GR24-F1-model_v4,0.178,1.0,0.364,5.982,Chromera velia CCMP2878
1140,rand_219,0.4078,AF-A0A812DTJ8-F1-model_v4,0.101,0.616,0.333,5.981,Sepia pharaonis
1141,rand_1378,0.2623,AF-A0A437B5A6-F1-model_v4,0.184,1.0,0.602,0.8858,Chilo suppressalis
1142,rand_227,0.3581,AF-A0A7S4BHG7-F1-model_v4,0.176,0.787,0.534,2.902,Chrysotila carterae
1143,rand_468,0.2463,AF-A0A5J4NIS6-F1-model_v4,0.105,1.0,0.223,2.201,Paragonimus westermani
1144,rand_2471,0.5587,AF-A0A3L7UTN0-F1-model_v4,0.146,0.82,0.259,8.859,Planctomycetota bacterium
1145,rand_439,0.7331,AF-A0A199VV63-F1-model_v4,0.128,0.264,0.09,9.929,Ananas comosus
1146,rand_1425,0.3692,AF-A0A6A7LKW1-F1-model_v4,0.179,0.907,0.188,2.873,Nitrososphaeraceae archaeon
1147,rand_490,0.3383,AF-A0A1E7EN52-F1-model_v4,0.137,0.859,0.203,3.963,Fragilariopsis cylindrus CCMP1102
1148,rand_258,0.2453,AF-A0A5P1FXL9-F1-model_v4,0.155,1.0,0.651,4.158,Asparagus officinalis
1149,rand_2168,0.4327,AF-A0A1J1LID1-F1-model_v4,0.116,0.919,0.667,8.051,Planktothrix tepida PCC 9214
1150,rand_1916,0.319,AF-A0A0F3R669-F1-model_v4,0.112,0.971,0.189,8.563,Rickettsia amblyommatis str. Darkwater
1151,rand_365,0.1859,AF-A0A653IUU0-F1-model_v4,0.181,0.848,0.957,2.226,Novosphingobium sp. 9U
1152,rand_1464,0.1697,AF-A0A5B0R3D5-F1-model_v4,0.141,1.0,0.911,8.125,Puccinia graminis f. sp. tritici
1153,rand_2141,0.4208,AF-A0A4U7C8J5-F1-model_v4,0.131,0.905,0.42,6.641,Halorubrum sp. SD690R
1154,rand_876,0.3572,AF-A0A1B6K5D9-F1-model_v4,0.222,0.826,0.175,6.808,Homalodisca liturata
1155,rand_1640,0.7663,AF-A0A4Q5Y9L8-F1-model_v4,0.173,0.949,0.452,3.703,Chitinophagaceae bacterium
1156,rand_1538,0.2795,AF-A0A103Y8P4-F1-model_v4,0.141,0.939,0.256,7.117,Cynara cardunculus var. scolymus
1157,rand_1855,0.4587,AF-A0A835YLF1-F1-model_v4,0.102,0.931,0.185,2.985,Edaphochlamys debaryana
1158,rand_871,0.5429,AF-A0A2E9T7F3-F1-model_v4,0.079,0.573,0.886,2.256,Flavobacteriales bacterium
1159,rand_1474,0.4744,AF-A0A445ZSB2-F1-model_v4,0.088,1.0,0.641,8.392,Pseudomonas sp. JV551A1
1160,rand_931,0.2349,AF-A0A699JMG3-F1-model_v4,0.106,1.0,0.893,7.061,Tanacetum cinerariifolium
1161,rand_1060,0.2881,AF-A0A4S8LB70-F1-model_v4,0.117,0.99,0.723,6.916,Dendrothele bispora CBS 962.96
1162,rand_252,0.1393,AF-A0A7M7NNV4-F1-model_v4,0.15,1.0,0.491,5.108,Strongylocentrotus purpuratus
1163,rand_1142,0.306,AF-A0A7S1NF42-F1-model_v4,0.177,0.653,0.482,9.25,Eutreptiella gymnastica
1164,rand_547,0.4998,AF-A0A6M7YCF8-F1-model_v4,0.08,0.868,0.975,7.634,Fusarium oxysporum Fo47
1165,rand_2050,0.3584,AF-A0A440NXA5-F1-model_v4,0.245,0.909,0.786,7.11,Mesorhizobium sp.
1166,rand_846,0.5738,AF-A0A518B2T8-F1-model_v4,0.135,0.333,0.109,9.67,Planctomycetes bacterium Pan216
1167,rand_247,0.3741,AF-A0A7V4SR92-F1-model_v4,0.151,0.421,0.157,5.611,Anaerolineae bacterium
1168,rand_578,0.5571,AF-A0A0M8RDQ6-F1-model_v4,0.13,0.496,0.863,1.697,Streptomyces sp. NRRL F-5755
1169,rand_75,0.1778,AF-A0A7S3KSX2-F1-model_v4,0.123,0.571,0.307,3.405,Moneuplotes crassus
1170,rand_1630,0.3811,AF-A0A4Q4STS6-F1-model_v4,0.108,0.924,0.318,9.417,Monosporascus ibericus
1171,rand_1960,0.6968,AF-A0A523JS68-F1-model_v4,0.136,0.971,0.475,5.176,Gammaproteobacteria bacterium
1172,rand_1126,0.2668,AF-A0A7S4J9J4-F1-model_v4,0.152,0.99,0.442,7.006,Odontella aurita
1173,rand_504,0.2444,AF-B7KJS7-F1-model_v4,0.201,0.844,0.737,3.419,Gloeothece citriformis PCC 7424
1174,rand_1851,0.3775,AF-A0A1M6UD64-F1-model_v4,0.1,0.833,0.882,8.248,Rhodothermus profundi
1175,rand_470,0.3708,AF-A0A4Y1RYJ4-F1-model_v4,0.117,0.655,0.558,7.432,Prunus dulcis
1176,rand_1333,0.4258,AF-A0A0Q9IKE2-F1-model_v4,0.138,0.966,0.989,9.841,Bosea sp. Root381
1177,rand_1479,0.3278,AF-A0A5C7PQG4-F1-model_v4,0.186,0.988,0.559,6.891,Desulfurellales bacterium
1178,rand_974,0.248,AF-A0A437BPP8-F1-model_v4,0.155,0.981,0.142,3.099,Chilo suppressalis
1179,rand_2032,0.7601,AF-A0A835IP14-F1-model_v4,0.2,0.894,0.22,8.531,Coptis chinensis
1180,rand_226,0.2316,AF-A0A1R3HIH4-F1-model_v4,0.121,0.915,0.462,1.74,Corchorus olitorius
1181,rand_583,0.3268,AF-A0A835YTL2-F1-model_v4,0.108,0.894,0.188,9.688,Tribonema minus
1182,rand_1869,0.3017,AF-A0A2V9DJB1-F1-model_v4,0.178,1.0,0.247,7.98,Acidobacteria bacterium
1183,rand_1115,0.2599,AF-A0A136MHW7-F1-model_v4,0.126,1.0,0.204,7.71,Omnitrophica bacterium OLB16
1184,rand_808,0.2796,AF-A0A812YAK6-F1-model_v4,0.17,0.965,0.135,9.341,Symbiodinium sp. CCMP2592
1185,rand_1106,0.4736,AF-A0A3S3PRZ7-F1-model_v4,0.125,0.959,0.793,6.057,Cinnamomum micranthum f. kanehirae
1186,rand_1668,0.5603,AF-A0A1Y4A175-F1-model_v4,0.137,0.628,0.372,2.729,Flavonifractor sp. An4
1187,rand_735,0.5839,AF-A0A843Y997-F1-model_v4,0.122,0.479,0.206,7.374,Paracoccus marcusii
1188,rand_343,0.3275,AF-A0A2T6IU09-F1-model_v4,0.104,1.0,0.119,4.023,Toxoplasma gondii TgCATBr9
1189,rand_761,0.9091,AF-A0A644F1Q6-F1-model_v4,0.166,0.359,0.035,3.636,Giardia lamblia ATCC 50803
1190,rand_1280,0.331,AF-A0A101HN62-F1-model_v4,0.123,0.923,0.742,8.695,Microgenomates bacterium 39_7
1191,rand_1282,0.4382,AF-A0A2D4GQT2-F1-model_v4,0.057,0.571,0.46,9.845,Micrurus corallinus
1192,rand_499,0.2489,AF-A0A6U0KZJ9-F1-model_v4,0.125,1.0,0.834,5.201,Micromonas pusilla
1193,rand_1856,0.8251,AF-A0A4P5TX42-F1-model_v4,0.086,0.639,0.852,0.3037,Bacteroidetes bacterium
1194,rand_533,0.4048,AF-A0A5J6FQ70-F1-model_v4,0.103,0.774,0.261,7.025,Streptomyces viridosporus T7A
1195,rand_1267,0.5753,AF-A0A812ZJC2-F1-model_v4,0.184,0.703,0.085,7.946,Symbiodinium necroappetens
1196,rand_1750,0.1792,AF-U6GZQ0-F1-model_v4,0.105,1.0,0.219,6.498,Eimeria praecox
1197,rand_10,0.06574,AF-A0A7R9T1D5-F1-model_v4,0.12,0.863,0.9,8.239,Ostreococcus sp. 'lucimarinus'
1198,rand_1327,0.4098,AF-A0A176W8P7-F1-model_v4,0.109,1.0,0.474,9.208,Marchantia polymorpha subsp. ruderalis
1199,rand_1536,0.389,AF-A0A0A1H7V5-F1-model_v4,0.164,0.988,0.572,5.029,Burkholderiales bacterium GJ-E10
1200,rand_2191,0.226,AF-A0A453I3P4-F1-model_v4,0.18,0.984,0.984,3.633,Aegilops tauschii subsp. strangulata
1201,rand_1058,0.6826,AF-A0A843HWN1-F1-model_v4,0.135,0.596,0.509,6.39,Methanobrevibacter sp.
1202,rand_1963,0.3751,AF-A0A542F5P0-F1-model_v4,0.178,0.824,0.237,6.73,Micromonospora sp. A202
1203,rand_1786,0.8569,AF-A0A3C0NYC6-F1-model_v4,0.111,0.73,0.659,9.436,Lachnospiraceae bacterium
1204,rand_1883,0.5095,AF-A0A090FW26-F1-model_v4,0.076,0.732,0.667,4.458,Mesorhizobium plurifarium
1205,rand_798,0.2801,AF-A0A6P7RA41-F1-model_v4,0.131,0.851,0.6,7.611,Mus caroli
1206,rand_965,0.2729,AF-A0A0S7J1G9-F1-model_v4,0.097,0.952,0.89,5.122,Poeciliopsis prolifica
1207,rand_444,0.3413,AF-A0A811QJN1-F1-model_v4,0.114,0.789,0.559,1.085,Miscanthus lutarioriparius
1208,rand_1394,0.3933,AF-A0A397GH32-F1-model_v4,0.091,0.908,0.669,7.405,Diversispora epigaea
1209,rand_1892,0.5555,AF-A0A183UY65-F1-model_v4,0.132,0.958,0.199,4.072,Toxocara canis
1210,rand_1252,0.3292,AF-A0A2A6BAY8-F1-model_v4,0.15,0.989,0.669,5.531,Pristionchus pacificus
1211,rand_387,0.2268,AF-A0A0A0KIS0-F1-model_v4,0.128,1.0,0.402,7.621,Cucumis sativus
1212,rand_1101,0.5107,AF-W6V669-F1-model_v4,0.125,0.979,0.208,4.253,Echinococcus granulosus
1213,rand_2196,0.6751,AF-A0A2A7N812-F1-model_v4,0.228,0.934,0.663,4.217,Mycolicibacterium agri
1214,rand_144,0.3381,AF-W3WN83-F1-model_v4,0.178,0.881,0.562,1.12,Pestalotiopsis fici W106-1
1215,rand_1005,0.1969,AF-A0A365TZL6-F1-model_v4,0.223,1.0,0.114,6.667,Roseovarius sp. TE539
1216,rand_168,0.1339,AF-A0A426X7G4-F1-model_v4,0.17,1.0,0.898,6.248,Ensete ventricosum
1217,rand_1297,0.2812,AF-A0A382WV23-F1-model_v4,0.155,1.0,0.521,2.234,marine metagenome
1218,rand_719,0.8056,AF-S9U8X0-F1-model_v4,0.093,0.533,0.165,4.907,Angomonas deanei
1219,rand_601,0.3507,AF-A0A835F2C9-F1-model_v4,0.184,0.679,0.416,8.262,Digitaria exilis
1220,rand_681,0.8342,AF-E4RYV1-F1-model_v4,0.0,0.236,0.144,5.718,Leadbetterella byssophila DSM 17132
1221,rand_611,0.3346,AF-A0A673VVS1-F1-model_v4,0.18,0.685,0.61,6.598,Salmo trutta
1222,rand_949,0.215,AF-A0A2V1DML2-F1-model_v4,0.174,1.0,0.218,7.004,Periconia macrospinosa
1223,rand_1192,0.3432,AF-A0A6A4GDL1-F1-model_v4,0.147,1.0,0.292,1.633,Gymnopus androsaceus JB14
1224,rand_2214,0.264,AF-A0A5B7IH54-F1-model_v4,0.166,0.983,0.811,7.909,Portunus trituberculatus
1225,rand_1744,0.2192,AF-A0A059JCB2-F1-model_v4,0.187,0.842,0.232,8.02,Trichophyton interdigitale MR816
1226,rand_1196,0.5946,AF-A0A4Z2HXX1-F1-model_v4,0.123,0.809,0.514,4.89,Liparis tanakae
1227,rand_86,0.1855,AF-A0A6J8D1F1-F1-model_v4,0.117,0.852,0.438,1.503,Mytilus coruscus
1228,rand_2089,0.4558,AF-A0A6H9P1E3-F1-model_v4,0.151,0.953,0.153,8.36,Bacteroides cellulosilyticus
1229,rand_1162,0.3641,AF-A0A812BPT5-F1-model_v4,0.189,0.989,0.22,4.5,Sepia pharaonis
1230,rand_1816,0.5456,AF-A0A0V1D883-F1-model_v4,0.04,0.671,0.202,7.193,Trichinella britovi
1231,rand_1033,0.5213,AF-A0A6G1KH84-F1-model_v4,0.108,0.822,0.936,0.2816,Pleomassaria siparia CBS 279.74
1232,rand_134,0.4546,AF-A0A2V1BNY5-F1-model_v4,0.103,0.396,0.914,1.061,Cadophora sp. DSE1049
1233,rand_9,0.05765,AF-A0A6A2Z4X5-F1-model_v4,0.144,0.996,0.828,9.729,Hibiscus syriacus
1234,rand_2158,0.539,AF-A0A1L8E886-F1-model_v4,0.145,1.0,0.091,9.639,Haematobia irritans
1235,rand_1967,0.3901,AF-F2TY11-F1-model_v4,0.15,0.868,0.723,3.862,Salpingoeca rosetta
1236,rand_1878,0.5548,AF-A0A7C1HJD0-F1-model_v4,0.14,1.0,0.959,9.273,Candidatus Uhrbacteria bacterium
1237,rand_138,0.09919,AF-A0A0G4FG36-F1-model_v4,0.157,0.958,0.484,8.567,Chromera velia CCMP2878
1238,rand_737,0.8621,AF-A0A150PEY7-F1-model_v4,0.076,0.328,0.117,5.264,Sorangium cellulosum
1239,rand_1234,0.3799,AF-S8D3Z1-F1-model_v4,0.144,0.978,0.966,3.531,Genlisea aurea
1240,rand_311,0.6275,AF-A0A7U6CYG4-F1-model_v4,0.069,0.494,0.643,9.473,Vibrio vulnificus
1241,rand_1448,0.3621,AF-A0A317T2A5-F1-model_v4,0.152,1.0,0.257,2.757,Tuber magnatum
1242,rand_729,0.5814,AF-A0A1E4LKP8-F1-model_v4,0.145,0.521,0.838,6.797,Clostridium sp. SCN 57-10
1243,rand_2108,0.6457,AF-A0A1H3KP93-F1-model_v4,0.131,0.594,0.17,7.479,Herbiconiux ginsengi
1244,rand_580,0.196,AF-A0A1Q9CMP2-F1-model_v4,0.149,1.0,0.514,2.884,Symbiodinium microadriaticum
1245,rand_101,0.1311,AF-A0A507CQ41-F1-model_v4,0.162,0.986,0.727,0.8645,Synchytrium endobioticum
1246,rand_1299,0.5068,AF-A0A397JFR0-F1-model_v4,0.112,0.944,1.0,2.9,Diversispora epigaea
1247,rand_2468,0.5284,AF-A0A8A8GST7-F1-model_v4,0.128,0.78,0.709,2.035,Enterococcus faecalis
1248,rand_2121,0.3953,AF-A0A194Q3D3-F1-model_v4,0.133,0.714,0.182,9.327,Papilio xuthus
1249,rand_1735,0.4279,AF-A0A2E7SDA9-F1-model_v4,0.094,0.974,0.88,9.137,Dehalococcoidia bacterium
1250,rand_1165,0.4835,AF-A0A3L8SZZ2-F1-model_v4,0.126,1.0,0.293,6.237,Chloebia gouldiae
1251,rand_593,0.3218,AF-A0A183GSC3-F1-model_v4,0.122,1.0,0.756,6.796,Heligmosomoides polygyrus
1252,rand_1817,0.4671,AF-A0A137QUQ2-F1-model_v4,0.266,0.603,0.097,2.984,Leucoagaricus sp. SymC.cos
1253,rand_2009,0.4245,AF-A0A7J6VHS2-F1-model_v4,0.119,1.0,0.893,9.468,Thalictrum thalictroides
1254,rand_1509,0.2447,AF-A0A409VQE6-F1-model_v4,0.142,0.964,0.217,8.596,Gymnopilus dilepis
1255,rand_824,0.5317,AF-A0A7J7N3F3-F1-model_v4,0.063,0.554,0.829,3.111,Kingdonia uniflora
1256,rand_1356,0.4467,AF-A0A0R3M801-F1-model_v4,0.152,0.966,0.843,9.92,Bradyrhizobium retamae
1257,rand_2436,0.8122,AF-A0A7S1SZ01-F1-model_v4,0.125,0.923,0.306,8.111,Tetraselmis chuii
1258,rand_1428,0.3496,AF-A0A7S2LQ70-F1-model_v4,0.135,1.0,0.748,5.262,Brandtodinium nutricula
1259,rand_1343,0.8173,AF-B6G0H1-F1-model_v4,0.135,0.416,0.804,1.838,Peptacetobacter hiranonis DSM 13275
1260,rand_1255,0.428,AF-A0A674JEH5-F1-model_v4,0.166,0.902,0.639,5.283,Terrapene carolina triunguis
1261,rand_2310,0.444,AF-A0A838E0R0-F1-model_v4,0.071,0.982,0.544,6.464,Candidatus Dependentiae bacterium
